JobID,Jobtitle,Companies,Locations,Experience,Skills,Salary,Reviews,Age of post,Job type,Logo,Rating,Job Description
94,data scientist,mainspring healthcare solutions an accruent company,['bangalore/bengaluru'],3-6 yrs,"['cognos', 'machine learning', 'javascript', 'html', 'json', 'natural language processing', 'oracle', 'business intelligence']",not disclosed,0,2 days ago,none,no logo,0,"job description the data scientist is responsible for develop, test and maintain curren..."
95,data scientist - business analytics,execboardinasia,['bangalore/bengaluru'],5-10 yrs,"['process automation', 'cloud computing', 'change management', 'operational excellence', 'business analytics', 'analytical', 'consulting', 'machine learning']",not disclosed,0,12 days ago,premium,no logo,0,"experience in the areas of analytics, exposure to emerging digital technologies\/ lands..."
96,job opening for the position data scientist,pluto seven business solutions (p) limited,['bangalore/bengaluru'],2-6 yrs,"['python', 'data analytics', 'machine learning', 'java', 'big data', 'data structures', 'data warehousing', 'business intelligence']",not disclosed,0,13 days ago,hot job,no logo,0,company background:pluto7 is a google premier partner for services and solutions compan...
97,data scientist,superior group,['bangalore/bengaluru'],2-7 yrs,"['computer science', 'economics', 'data science', 'analytical', 'scala', 'market research', 'mathematics', 'statistics']",not disclosed,14,14 days ago,premium,logo present,4.6,provide advanced analytical capabilities to support data science initiatives builds use...
98,data scientist,quotient four technologies pvt. ltd.,['bangalore/bengaluru'],3-7 yrs,"['computer science', 'product management', 'c++', 'sas', 'data management', 'analytical', 'perl', 'data mining']",not disclosed,23,2 days ago,none,no logo,4.4,"position summary as data scientist with quotient technology, you will be responsible fo..."
99,cloud data scientist,ab2 consulting pvt ltd,['bangalore/bengaluru'],15-18 yrs,"['anomaly detection', 'predictive modeling', 'r', 'algorithms', 'artificial neural networks', 'artificial intelligence', 'machine learning', 'statistics']",not disclosed,0,15 days ago,hot job,no logo,0,key responsibilities and outcomes (what the person needs to accomplish in the role ?)bu...
100,data scientist/ data analyst/ data engineer,lance labs private limited,"['noida', ' chennai']",0-3 yrs,"['verbal communication', 'r', 'python', 'it skills', 'artificial intelligence', 'microsoft azure', 'sql server', 'machine learning']",not disclosed,0,9 days ago,none,no logo,0,ability to communicate the findings through reports work from home good verbal communic...
101,data scientist,jumio,['jaipur'],4-6 yrs,"['computer science', 'c++', 'data analysis', 'coding', 'mysql', 'ssrs', 'javascript', 'business intelligence']",not disclosed,150,13 days ago,none,no logo,3.6,"experience using web services: redshift, s3, spark, digital ocean, etcexperience creati..."
102,lafargeholcim hiring data scientist specialist/expert :mumbai: exp-5+,holcim services (south aisa) limited,['mumbai (all areas)'],5-10 yrs,"['pytorch', 'tensorflow', 'data science', 'artificial intelligence', 'neural networks', 'keras', 'text mining', 'machine learning']",not disclosed,0,none,hot job,no logo,0,job title: data scientistexperience:: 5 - 15yrslocation: mumbai - indiafunction: advanc...
103,data scientist,motilal oswal housing finance ltd.,"['mumbai', ' mumbai suburban', ' navi mumbai']",3-8 yrs,"['data exploration', 'data mining', 'data extraction', 'data scientist', 'data analytics']",not disclosed,46,15 days ago,hot job,logo present,4.1,form other grade 1 institutes with minimum 2 years relevant work experience from other ...
104,data scientist | only immediate joiner,acidaes solutions pvt. ltd.,['mumbai'],1-5 yrs,"['machine learning', 'python', 'sql', 'it skills', 'cloud', 'big data', 'customer relationship', 'artificial intelligence']","5,00,000 - 10,00,000 pa.",63,7 days ago,hot job,logo present,3.4,"in case, you find the company profile and jd matching your aspirations and your profile..."
105,hiring for aws data scientist @exponentia.ai,exponentia datalabs pvt. ltd,['mumbai (all areas)'],5-9 yrs,"['aws lambda', 'machine learning', 'python', 'predictive modeling', 's3', 'r', 'xgboost', 'optimization techniques']",not disclosed,11,none,hot job,logo present,2.9,roles and responsibilities must be well proficient with r and python. should be efficie...
106,senior data scientist,compile,['bangalore/bengaluru'],5-10 yrs,"['r', 'li', 'python', 'pytorch', 'tensorflow', 'p', 'product management', 'sales']",not disclosed,0,9 days ago,hot job,no logo,0,"about the rolenow more than ever, life science companies need data that is accurate, co..."
107,senior data scientist/data scientist,noble house consulting india private limited,"['hyderabad/secunderabad', ' pune']",4-6 yrs,"['sas procedures', 'sql', 'sas macros', 'sas stored procedures', 'sas', 'it skills', 'data science', 'machine learning']",not disclosed,0,15 days ago,premium,no logo,0,"bachelors or masters degree in a quantitative field (e.g., statistics, operations resea..."
108,data engineer/data scientist,group fio india private limited,['anywere from india'],3-8 yrs,"['python 3', 'python', 'spark', 'sql', 'machine learning', 'hadoop', 'hive', 'unix']","5,00,000 - 15,00,000 pa.",0,3 days ago,hot job,no logo,0,greetings from groupfio india pvt.ltd........!we are looking for data engineer/data sci...
109,data scientist,schneider electric india pvt. ltd.,['bangalore/bengaluru'],5-7 yrs,"['simulation', 'neural networks', 'machine learning', 'scala', 'business solutions', 'statistics', 'monitoring', 'sql']",not disclosed,1298,12 days ago,none,logo present,4.2,experience in creating and using advanced machine learning algorithms and statistics: r...
110,data scientist - machine learning/sql,mitron tv,['india'],1-3 yrs,"['machine learning', 'sql', 'scala', 'analytical', 'data analytics', 'communication', 'python', 'it skills']",not disclosed,0,5 days ago,hot job,logo present,0,1+ years industry experience of data analytics and machine learning bachelor degree and...
111,data scientist,crayon data,['chennai'],1-6 yrs,"['san', 'data analysis', 'data science', 'soc', 'maya', 'sms', 'open source', 'sql']",not disclosed,5,3 days ago,none,no logo,3.5,"1+ years of experience developing solutions with the help of machine learning, operatio..."
112,machine learning developer - data scientist,kinaxis,['chennai'],6-10 yrs,"['linux', 'docker', 'pyspark', 'spark', 'sql', 'python', 'data analysis', 'machine learning']",not disclosed,0,6 days ago,none,no logo,0,minimum 6 to 10 years of experience in data analysis and machine learningbachelor s deg...
113,data engineer / data scientist (work from home),arocom it solutions private limited,"['work from home', ' remote']",6-8 yrs,"['it skills', 'python', 'machine learning', 'cloud', 'aws', 'work from home', 'r', 'bigquery']","18,00,000 - 22,50,000 pa.",0,15 days ago,premium,no logo,0,are you having a goal to alleviate your career as a data engineer/data scientist lookin...
114,tsp technical coe- ai/ml data scientist,cyient limited,['hyderabad/secunderabad'],6-11 yrs,"['computer science', 'semiconductor', 'prototype', 'simulation', 'aerospace', 'analytical', 'healthcare', 'data mining']",not disclosed,1876,2 days ago,none,logo present,3.5,must have proven ability to merge and transform disparate internal external data sets t...
115,lead data scientist,core compete pvt. ltd.,['hyderabad/secunderabad'],6-7 yrs,"['it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'cloud', 'aws', 'sql']",not disclosed,12,2 days ago,hot job,logo present,2.5,"bachelors or masters degree in a quantitative field (e.g., msc in statistics and operat..."
116,immediate hiring for data scientist,amnet digital,['hyderabad/secunderabad'],3-6 yrs,"['scala', 'machine - learning', 'tableau', 'sql', 'python', 'java', 'r', 'hadoop']",not disclosed,0,10 days ago,hot job,no logo,0,"knowledge of r, sql and python is a mustexperience in data mining proven experience as ..."
117,data scientist,mitratech india llp,['hyderabad/secunderabad'],5-10 yrs,"['jupyter', 'java', 'numpy', 'r', 'data analysis', 'git', 'python', 'it skills']",not disclosed,7,5 days ago,hot job,logo present,4,5+ years experience with a masters degree or higher with a focus in data science or 7+ ...
118,data scientist,frontdoor india private limited,['pune'],3-8 yrs,"['data science', 'algorithms', 'artificial intelligence', 'data analysis', 'sql queries', 'computer vision', 'machine learning', 'r shiny']",not disclosed,0,2 days ago,hot job,logo present,0,3+ years of industry experience analyzing data and developing supervised and unsupervis...
119,data scientist,wolters kluwer financial services,"['kalyani', ' nagar', ' pune']",2-6 yrs,"['computer science', 'data analysis', 'operations research', 'operational excellence', 'coding', 'process improvement', 'analytical', 'analytics']",not disclosed,7,5 days ago,none,no logo,3.7,job description we are looking for data scientist level ii (operational analytics) for ...
120,data scientist,wolters kluwer india pvt ltd,"['kalyani', ' pune']",3-6 yrs,"['it skills', 'python', 'testing', 'machine learning', 'tableau', 'power bi', 'computer science', 'data analysis']",not disclosed,71,6 days ago,none,logo present,3.6,job description we are looking for data scientist level ii (operational analytics) for ...
121,asset data analyst,aptean,['bangalore/bengaluru'],2-4 yrs,"['analyst', 'supply chain management', 'erp', 'project management', 'customer retention', 'account management', 'customer service', 'management']",not disclosed,83,30+ days ago,none,logo present,3.3,"the ra must have an eye for detail, able to organize their workload, be comfortable in ..."
122,staff data engineer,visa inc.,['bangalore/bengaluru'],5-10 yrs,"['computer science', 'cloud computing', 'coding', 'artificial intelligence', 'debugging', 'machine learning', 'instrumentation', 'troubleshooting']",not disclosed,28,30+ days ago,none,logo present,3.6,"job description payments has become a very active/hot area in the last couple of years,..."
123,computer scientist,super india tech mark,['ludhiana'],0-2 yrs,"['openstack', 'troubleshooting', 'aws', 'machine learning', 'azure', 'it skills', 'cloud', 'troubleshooting skills']","1,25,000 - 2,25,000 pa.",0,12 days ago,none,no logo,0,"in this role, youll utilize a combination of systems design experience, network knowled..."
124,data engineer,appmocx,['bangalore/bengaluru'],4-9 yrs,"['etl', 'data modelling', 'data engineer']",not disclosed,0,30+ days ago,premium,logo present,0,roles and responsibilitiesjd for resource required for a regular positionresponsibiliti...
125,senior data engineer,info origin technologies pvt ltd,['bangalore/bengaluru'],10-12 yrs,"['pyspark', 'ms sql', 'data engineering', 'hadoop', 'cassandra', 'big data', 'kafka', 'agile']",not disclosed,0,30+ days ago,premium,no logo,0,position type: full time bachelors degree in computer science or related fieldrequired ...
126,immediate joinee :- data engineer,trigent software,['bangalore/bengaluru'],5-10 yrs,"['etl', 'aws', 'python', 'sql']","8,50,000 - 12,00,000 pa.",147,30+ days ago,none,logo present,3.6,experience & education required)experience working with multiple disparate data sources...
127,senior data analyst(immediate joiners),shamira talent solution llp,['bangalore/bengaluru'],3-5 yrs,"['sql', 'python', 'r', 'it skills', 'retail', 'data manipulation']",not disclosed,0,15 days ago,premium,no logo,0,retail domain only.data manipulation 3+ years analyzing large volumes of data in raw fo...
128,we are hiring big data engineers for teksystems,allegis services india pvt. ltd.,['bangalore/bengaluru'],4-9 yrs,"['scala', 'big data', 'spark', 'sql', 'python']",not disclosed,197,30+ days ago,premium,logo present,3.8,qualification : graduate in any field overall experience : 4-7 years job location : ban...
